4	0	2567299	0	0.6894	null
8	0	2567299	1	0.6803	null
1	0	2567299	2	0.6379	null
16	0	2627525	3	0.6232	null
19	0	2627525	4	0.6231	null
13	0	2627525	5	0.6151	null
20	0	2627525	6	0.6081	null
2	0	2567299	7	0.6039	null
11	0	2254639	8	0.5849	null
14	0	2254639	9	0.5849	null
14	0	2518380	10	0.5809	null
13	0	2254639	11	0.5796	null
15	0	2572586	12	0.5792	null
4	0	2267791	13	0.567	null
16	0	2254639	14	0.5612	null
24	0	1853078	15	0.5591	null
12	0	2254639	16	0.5575	null
17	0	2254639	17	0.557	null
20	0	2254639	18	0.5539	null
4	0	2244628	19	0.5424	null
15	0	2627525	20	0.5412	null
23	0	1468413	21	0.5371	null
9	0	2567096	22	0.5337	null
14	0	2627525	23	0.5278	null
30	0	3461630	24	0.5255	null
6	0	2567096	25	0.5208	null
25	0	3461630	26	0.5184	null
23	0	3461630	27	0.5172	null
27	0	1853078	28	0.5157	null
12	0	2254469	29	0.5067	null
24	0	3461630	30	0.5042	null
28	0	3461630	31	0.5041	null
16	0	2254469	32	0.4969	null
19	0	2518380	33	0.4943	null
28	0	3710774	34	0.4943	null
27	0	3461630	35	0.494	null
4	0	2887806	36	0.4927	null
19	0	2254639	37	0.4923	null
23	0	2364167	38	0.492	null
25	0	2364167	39	0.492	null
24	0	2364167	40	0.4845	null
18	0	2254639	41	0.483	null
1	0	2244628	42	0.4807	null
18	0	2254469	43	0.4792	null
1	0	2567096	44	0.477	null
23	0	3666422	45	0.4754	null
21	0	2364167	46	0.4696	null
1	0	2887806	47	0.4642	null
8	0	2244628	48	0.4634	null
2	0	2244628	49	0.4587	null
7	0	2887806	50	0.4572	null
24	0	3661963	51	0.4564	null
19	0	2254469	52	0.4559	null
23	0	3661963	53	0.4556	null
25	0	3661963	54	0.4553	null
27	0	3666422	55	0.4523	null
30	0	3661963	56	0.4496	null
19	0	2496697	57	0.4486	null
15	0	2254639	58	0.4473	null
27	0	2364167	59	0.4465	null
2	0	2267791	60	0.446	null
30	0	3368296	61	0.4389	null
10	0	2887806	62	0.4366	null
3	0	2887806	63	0.4359	null
25	0	1891278	64	0.4342	null
19	0	2443793	65	0.4332	null
24	0	1891278	66	0.4313	null
5	0	2244628	67	0.4309	null
22	0	1891278	68	0.4295	null
19	0	3782364	69	0.4284	null
4	0	2567096	70	0.4281	null
15	0	3806164	71	0.4261	null
15	0	2254469	72	0.4248	null
21	0	1936313	73	0.4227	null
3	0	2567096	74	0.4225	null
16	0	2443793	75	0.4225	null
5	0	2887806	76	0.4209	null
10	0	2567096	77	0.4192	null
7	0	2244628	78	0.4176	null
8	0	2887806	79	0.4165	null
10	0	2244628	80	0.4141	null
11	0	2443793	81	0.4127	null
20	0	3150839	82	0.4107	null
12	0	2443793	83	0.4092	null
27	0	3710774	84	0.4087	null
3	0	2737775	85	0.4081	null
29	0	3461630	86	0.4056	null
6	0	2887806	87	0.4046	null
27	0	1891278	88	0.4035	null
8	0	2567096	89	0.4034	null
17	0	3150839	90	0.4027	null
24	0	3710774	91	0.4024	null
4	0	2729419	92	0.4011	null
1	0	3199072	93	0.3993	null
13	0	3150839	94	0.3993	null
3	0	2267791	95	0.399	null
3	0	2567289	96	0.3981	null
14	0	3150839	97	0.3981	null
5	0	130966	98	0.3979	null
2	0	3199072	99	0.3954	null
2	0	2887806	100	0.3953	null
18	0	2572586	101	0.3952	null
11	0	3150839	102	0.3929	null
21	0	3710774	103	0.3917	null
8	0	2635122	104	0.3902	null
30	0	3444845	105	0.3881	null
4	0	130966	106	0.3877	null
23	0	3444845	107	0.3863	null
25	0	3444845	108	0.3863	null
10	0	2567289	109	0.3855	null
24	0	3444845	110	0.3854	null
9	0	2244628	111	0.3833	null
7	0	3199072	112	0.382	null
5	0	3199072	113	0.3818	null
4	0	3259311	114	0.3807	null
29	0	1891278	115	0.3807	null
12	0	3150839	116	0.3804	null
25	0	3368296	117	0.3791	null
16	0	3150839	118	0.3776	null
17	0	3782364	119	0.3761	null
7	0	2627179	120	0.3754	null
10	0	3199072	121	0.3754	null
9	0	2887806	122	0.375	null
24	0	3356124	123	0.3747	null
30	0	3356124	124	0.3743	null
23	0	3356124	125	0.3739	null
25	0	3356124	126	0.3738	null
2	0	2567096	127	0.3733	null
1	0	130966	128	0.3723	null
21	0	3444845	129	0.3714	null
22	0	3444845	130	0.3714	null
27	0	3356124	131	0.3696	null
